id,art_style,painting,language,emotion,utterance
16407,Realism,vasily-polenov_what-people-think-about-me-1,arabic,amusement,['رجل يعظ عدد من الرجال و يضع عباءة']
16408,Minimalism,ellsworth-kelly_untitled-1973,english,fear,"['The black is an ominous horizon, the unknown is just ahead']"
16409,Impressionism,helene-schjerfbeck_portrait-of-a-girl-1887,arabic,amusement,['فتاة جميلة ترتدي ثياب ابيض يسر الناظرين اليها']
16410,Realism,james-tissot_a-lady-in-a-black-and-white-dress,arabic,awe,"['سيدة أنيقة ورقيقة تمسك فى يدها مظلة شمسية', 'كم تبدو هذه الفتاه جميلة ورشيقة ونظرتها جميلة جدا']"
16411,Realism,boris-kustodiev_portrait-of-a-governor-general-of-finland-n-i-bobrikov-1903,arabic,contentment,"['رجل عجوز يرتدي ملابس رسميه لو شارب ولا احيه لونهم ابيض يجلس على طاوله خشبيه امامها اوراق بيضاء', 'رجل يبدو أنه قائد يرتدي بدلة رسمية عسكرية جالس على الكرسي', 'رجل عجوز يرتدي زي عسكري و يجلس في هدوء يستمع لأحد']"
16412,Art_Nouveau_Modern,raphael-kirchner_from-arcadia-3,english,excitement,"['The nude women and their bare breasts give this scene some sexual energy and excitement', 'The female nudes are enticing.']"
16413,Pop_Art,burhan-dogancay_switzerland-geneva-wall-1999,chinese,amusement,['图中有红色的图案，和棕色的背景，让人觉得很好笑。']
16414,Color_Field_Painting,ronnie-landfield_captain-blue-1979,english,disgust,"['It looks like just random blotches of color, it makes me wonder why someone would show this off and consider it art']"
16415,Pop_Art,marjorie-strider_green-triptych-1963,arabic,amusement,"['فتاه ترتدي ملابس داخليه خضراء يبدو عليها السعاده والفرح', 'عارضة الأزياء ترتدى ملابس البحر باللون الأخضر فى جلسة تصوير لشركة الملابس']"
16416,Romanticism,edward-burne-jones_the-seasons-autumn,english,amusement,['I wonder why a pregnant woman is holding a random rock.']
16417,Post_Impressionism,gustave-loiseau_port-of-dieppe,arabic,excitement,['الالوان متباينه جدا وواضحه ولون السماء معلول ايام مبهد جدا ويوجد على حاسه من احد الجوانب بعض البيوت القديمه الممتريه التي تطل على البحر او الترعه او المصرى']
16418,Cubism,paul-cezanne_chateau-noir,arabic,amusement,['الاشجار الخضراء امام المنزل تعطي جو من الراحه والهدوء الحميل']
16419,Rococo,louise-elisabeth-vigee-le-brun_the-daughter-s-portrait,arabic,excitement,"['الفتاة بشعرها البنى اللامع فوقه طوق من الورود  وثوبها البنى الرائع تنظر للأعلى فى تمعن', 'فتاه ذات أعين زرقاء جميله وتضع طوقاً من الورد حول شعرها وتنظر رافعة عينيها']"
16420,Realism,camille-pissarro_view-of-l-hermitage-jallais-hills-pontoise,chinese,contentment,"['一个美丽的村庄坐落在山坡下', '绿树与房子相互衬托，构成一幅乡村美景，让人觉得美好。', '小镇上跟小镇旁边都长满着绿油油的草丛跟树木，非常的自然和谐，令人满意', '图中在绿色的草地上那些房屋的屋顶多彩的颜色，看的有些好看。', '天空、房屋与各种植物，共同组合成了温馨的家园。']"
16421,Post_Impressionism,vincent-van-gogh_sower-with-setting-sun-1888-2,arabic,excitement,['طفل يسير في حقل يشبه مزارع يقوم بزراعة الارض بحماس']
16422,Fauvism,ilya-mashkov_portrait-of-a-woman,arabic,disgust,['السيدة تضمع مساحيق تجميل مبالغ فيها جعلت منها بشعة المنظر']
16423,Realism,alexey-venetsianov_in-the-fields-spring,chinese,contentment,"['一个穿着粉色裙子的女子拉着一头牛，看着很惬意。', '一望无际的平原上，一位穿着长裙的女子右手牵着一匹黄马，左手牵着一匹棕色的马，画面让人觉得惬意。', '女人两手牵着两匹马，头戴红色帽子，目光看向坐在地上的幼儿，面带笑容，让人感觉幸福满意。', '该作品展示了人物的幸福生活，让人觉得满足。', '草地郁郁葱葱， 天空飘着云彩， 景色宜人，令人满足。']"
16424,Realism,anders-zorn_emma-zorn-reading,arabic,contentment,"['في افضل حال وبل تجلس فتاة وهي تقرا في اوراقها تثير العطف والقبول', 'فتاه جميله تمسك بيدها كتاب وتقوم بالقراءه ربما كانت كاتبه او اديبه او شخصيه مثقفه تحب الاطلاع والقراءه او طالبه تذاكر بعض دروسها', 'سيده تقرا في صحيفه بتمعن  وترتدي خاتم زواج وفستان رقيق', 'الألوان الدافئة وقرب المرأة في اللوحة تجعلني أشعر وكأنني أجلس معها على طاولة  يبدو وكأنه صباح بطيء مع صديق جيد']"
16425,Art_Nouveau_Modern,koloman-moser_catalogue-of-the-austrian-exhibition-in-london-1906,chinese,fear,"['大片大片的黑色，上面的条纹也十分的有规律，中间有几个士兵拿着武器撞开了门，让人不禁产生一丝害怕。', '黑色的阴影，白色的弯曲线条，令人恐惧']"
16426,Symbolism,nicholas-roerich_tombs-in-the-desert-1930,arabic,sadness,['منظر يصور مكان يشبه مقابر وعليها شعارات تعبر عن قبائل بدائية']
16427,Impressionism,pierre-auguste-renoir_jacques-eugene-spuller-1871,chinese,amusement,"['男子的肚子就像怀了五个月的孕妇，让人好笑。', '男人呆滞的看着远处，很是搞笑', '西装革履的男人呆呆的看着前方']"
16428,Color_Field_Painting,gene-davis_color-needles-1984,arabic,amusement,['عمل مذهل ورائع لمجموعه من الخطوط الملونه والمتجانسه بشكل مذهل ورائع']
16429,Cubism,juan-gris_pierrot-with-book-1924,chinese,amusement,['抽象的画作描绘了一个四肢不成比例的人，他抱着书，侧着头，表情看起来滑稽可笑']
16430,Baroque,frans-hals_daniel-van-aken-playing-the-violin,arabic,amusement,"['رجل جذاب له شارب مهذب يبتسم باستمتاع،و يعزف على آله موسيقية لقد شعرت بالمتعة عندما نظرت إليها.', 'يستمتع رجل وهو يعزف على الجيتار في مشهد ممتع']"
16431,Post_Impressionism,edouard-cortes_boulevard-de-la-madeleine-winter-2,arabic,awe,['طريق صاخب به عربات يجرها الحصان وبعض المارة والجو مطير']
16432,Baroque,adriaen-van-ostade_a-man-in-the-window,chinese,amusement,['男人面部表情诡异从相框中出来盯着前方有些滑稽。']
16433,Impressionism,augustus-john_a-west-indian-girl-1940,chinese,disgust,['女人的卷发不好看，她的眉毛一粗一浅，让人烦躁。']
16434,Romanticism,dante-gabriel-rossetti_finestra,english,awe,"['The way the artist painted the light on the fabric is impressive. Curious about the story behind the subject.', 'The richness of this sucks you in.  The detailing is exquisite.']"
16435,Early_Renaissance,filippo-lippi_circumcision-1465,english,sadness,"['The people look as though they are unhappy.', 'The baby being blessed is going to be short lived it seems.']"
16436,Romanticism,orest-kiprensky_portrait-of-ekaterina-petrovna-rostopchina-1822,chinese,anger,['作品中该女性坐在椅子上，似乎在看着前方的人，脸上既愤怒又无语。给人一种生气的感觉']
16437,Abstract_Expressionism,helen-frankenthaler_in-on-blue-1976,arabic,awe,['مزيج من الالوان العشوائيه تتشكل في صوره كأنها السماء تسيل']
16438,Realism,camille-corot_girl-with-mandolin-1865,chinese,sadness,"['大半夜的女孩还一个人在外面，似乎找不到回家的路，让人担忧。', '女人穿着一身黑色的连衣裙，双手握着一根树枝，看上去十分的惆怅']"
16439,Symbolism,odilon-redon_flowers-1905,chinese,contentment,"['绿叶配红花，再点缀上白色的花，底色还是暖暖的红色，好像有蝴蝶飞过来了，让人觉得很幸福。', '花瓶里面插满了鲜艳的花朵，开得多么的茂盛，不禁令人感到满足。']"
16440,Expressionism,richard-gerstl_selbstbildnis-studie-winter-1906-7,english,contentment,"['the white sketching background that seems like an illustrator vector eraser', 'While the man seems a bit dumbfounded in his own facial expression. He seems quite well kept and handsome in appearance.']"
16441,Realism,volodymyr-orlovsky_sowing-1874,chinese,awe,['蓝色的天空下一望无际的黑色的土地，画面优美让人心生愉悦。']
16442,Impressionism,william-merritt-chase_shinnecock-landscape-04,chinese,disgust,['近处的画非常模糊，与远处的景象格格不入']
16443,Symbolism,nicholas-roerich_untitled-1913,chinese,awe,['云云滚滚的十分高涨，看起来让人惊叹']
16444,Rococo,william-hogarth_portrait-of-augusta-of-saxe-gotha,chinese,awe,['女人穿着白裙，披着一件红色的披风，身上笼罩着圣洁的光芒，犹如降临人间的仙女，让人惊叹。']
16445,Rococo,thomas-gainsborough_the-three-eldest-daughters-of-george-iii-princesses-charlotte-augusta-and-elizabeth-1784,chinese,awe,['女人们穿着华丽的裙子在一起聊天，让人感到惊叹。']
16446,Romanticism,francesco-hayez_the-liberation-from-the-prison-of-vettor-pisani-1840,arabic,contentment,['مجموعه من الرجال والنساء يحملون رجل يرتدي ملابس لونها احمر ويقفون امام قصر لونه ابيض']
16447,Symbolism,odilon-redon_stained-glass-window,chinese,fear,['教堂下的人手捧骷髅，画面让人恐惧。']
16448,Baroque,jan-steen_liveliest-1660,arabic,contentment,"['تجمع لكثير من الأشخاص بفئات مختلفه وينتاولون مع بعضهم بعض المشرويات', 'تظهر ملامح السعاده على اوجه الاشخاص الموجودين داخل اللوحه ويبدو انهم يستمتعون بوقتهم من خلال التجمع مع بعضهم']"
16449,Impressionism,robert-julian-onderdonk_last-rays-of-sunlight-early-spring-in-san-antonio-1922,chinese,excitement,['有一片薰衣草的花海，很开心']
16450,Symbolism,franz-stuck_mary,chinese,contentment,"['穿着华丽宫廷服饰的公主面带微笑手拿着鲜花，端庄美丽，透着迷人的气息。', '穿着华丽蓬蓬裙的女子站在帘子前，头发梳成了很大的造型，让人不由感到满意。']"
16451,Realism,camille-corot_forest-clearing-in-the-limousin,arabic,amusement,['يقف الرجل بين كل هذه الاشجار وحيداً بدون احد معه علي الإطلاق']
16452,Realism,vincent-van-gogh_sorrowing-woman-1887,english,fear,['Golden light wreathes a figure that looks inhumane and sinister.']
16453,Synthetic_Cubism,juan-gris_glass-cup-and-bottle,arabic,awe,"['اشكال متداخله ومعقدة وتباين رجل شخص وزجاجة مع خلفيه زرقاء', 'الذهول يغمر تلك اللوحه لما لها من تفاصيل دقيقه تدهش القلب والعين', 'اشكال متداخله على منضده الطعام يظهر فوقها قنينه من النبيذ']"
16454,Cubism,pyotr-konchalovsky_portrait-of-a-e-goncz-1918-1,english,anger,"['The lady looks mean or mad.  She looks like she is glaring at someone.', 'The lady looks like she is angry about something.', 'This woman looks like she is mad about something & has her mind elsewhere']"
